ID_Cliente,Nome_Cliente,Segmento,Porte,Data_Contrato,Data_Servico,Tipo_Servico,Valor,Status_Pagamento,Responsavel,NPS,Custo_Operacional,Margem_Lucro
Cliente_43,Empresa Telemarketing,Tecnologia,Pequeno,2020-05-25,2022-02-04,Folha de Pagamento,686.47,Pendente,Ana Silva,8,287.62,58.1
Cliente_31,Clínica Odontológica Sorriso,Construção,Pequeno,2021-06-23,2024-07-27,Auditoria,3232.91,Atrasado,Maria Santos,10,1421.84,56.02
Cliente_93,Construbem,Serviços,Médio,2020-12-31,2023-08-19,Demonstrativo de Resultado,5127.48,Atrasado,Fernanda Lima,8,1563.19,69.51
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2024-02-28,Análise Financeira,4367.63,Atrasado,Pedro Martins,9,1647.46,62.28
Cliente_63,Frigorífico Carnes,Serviços,Grande,2021-04-26,2025-05-16,Imposto de Renda PJ,16748.56,Atrasado,Juliana Costa,8,9631.59,42.49
Cliente_70,Serralheria Metal,Saúde,Pequeno,2021-12-15,2022-04-14,Balanço Patrimonial,740.04,Atrasado,Carlos Oliveira,8,237.1,67.96
Cliente_20,Joalheria Brilhante,Alimentação,Médio,2020-05-15,2020-06-02,Abertura de Empresa,4835.47,Atrasado,José Pereira,10,1473.46,69.53
Cliente_69,Fábrica Laticínios,Agronegócio,Pequeno,2020-05-30,2023-07-03,Regularização Fiscal,964.28,Pendente,José Pereira,10,522.5,45.81
Cliente_23,Oficina Mecânica Rápida,Tecnologia,Grande,2023-02-23,2023-06-12,Contabilidade Fiscal,10643.33,Pendente,Fernanda Lima,7,4384.15,58.81
Cliente_52,Oficina Mecânica Rápida,Alimentação,Pequeno,2021-07-24,2024-02-19,Análise Financeira,1474.49,Pendente,Pedro Martins,7,483.71,67.19
Cliente_49,Churrascaria Fogo,Construção,Grande,2020-04-20,2022-06-01,Balanço Patrimonial,14331.88,Atrasado,Carlos Oliveira,9,6732.5,53.02
Cliente_13,Pousada Descanso,Tecnologia,Médio,2020-06-12,2023-05-29,Folha de Pagamento,3813.32,Pendente,José Pereira,9,2172.8,43.02
Cliente_73,Assessoria Contábil,Transporte,Médio,2023-09-20,2023-10-23,Declaração IR,3593.63,Pendente,Carlos Oliveira,10,2079.5,42.13
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2024-04-27,Análise Financeira,15354.74,Pendente,José Pereira,8,8247.79,46.29
Cliente_89,Incorporadora Empreendimentos,Tecnologia,Pequeno,2022-07-31,2023-01-07,Balanço Patrimonial,1990.95,Atrasado,Roberto Alves,10,1176.01,40.93
Cliente_42,Papelaria Escolar,Serviços,Médio,2020-02-13,2020-04-13,Imposto de Renda PJ,6767.89,Pago,José Pereira,10,2407.48,64.43
Cliente_75,Açougue Carnes Nobres,Saúde,Grande,2021-03-07,2024-11-19,Regularização Fiscal,23007.47,Atrasado,Roberto Alves,8,12007.52,47.81
Cliente_41,Centro Automotivo,Transporte,Médio,2020-09-04,2022-09-12,Contabilidade Fiscal,5081.28,Atrasado,José Pereira,10,2208.59,56.53
Cliente_72,Seguradora Proteção,Entretenimento,Médio,2023-06-06,2024-11-11,Regularização Fiscal,3931.82,Pendente,Ana Silva,7,1523.79,61.24
Cliente_50,Loja Fashion,Alimentação,Grande,2021-11-25,2022-05-17,Escrituração Contábil,13495.02,Atrasado,Carlos Oliveira,8,5137.23,61.93
Cliente_35,Ateliê Costura,Saúde,Pequeno,2020-04-28,2023-02-01,Declaração IR,711.63,Atrasado,José Pereira,8,367.39,48.37
Cliente_64,Gráfica Colorida,Agronegócio,Pequeno,2023-03-31,2024-11-28,Análise Financeira,1383.26,Atrasado,Ana Silva,9,597.66,56.79
Cliente_56,Lavanderia Express,Alimentação,Pequeno,2020-12-03,2024-07-28,Análise Financeira,1059.29,Pendente,Juliana Costa,9,410.41,61.26
Cliente_89,Incorporadora Empreendimentos,Tecnologia,Pequeno,2022-07-31,2025-05-01,Análise Financeira,2829.78,Pendente,Roberto Alves,8,1351.7,52.23
Cliente_70,Serralheria Metal,Saúde,Pequeno,2021-12-15,2022-12-18,Imposto de Renda PJ,2516.83,Pendente,Carlos Oliveira,7,1373.41,45.43
Cliente_53,Sorveteria Gelada,Serviços,Médio,2023-02-01,2024-12-21,Planejamento Tributário,5143.9,Atrasado,Carlos Oliveira,10,3071.99,40.28
Cliente_62,Loja Fashion,Transporte,Pequeno,2021-01-15,2024-04-21,Regularização Fiscal,2176.48,Pendente,Carlos Oliveira,7,724.36,66.72
Cliente_32,Serralheria Metal,Serviços,Grande,2021-09-03,2025-05-11,Imposto de Renda PJ,8357.19,Pago,José Pereira,10,4931.1,41.0
Cliente_43,Empresa Telemarketing,Tecnologia,Pequeno,2020-05-25,2024-11-10,Regularização Fiscal,1175.46,Atrasado,Ana Silva,8,509.84,56.63
Cliente_51,Sorveteria Gelada,Tecnologia,Pequeno,2023-01-03,2024-04-21,Demonstrativo de Resultado,1837.63,Atrasado,Pedro Martins,7,615.28,66.52
Cliente_94,Auto Peças Silva,Serviços,Grande,2022-06-08,2023-03-25,Auditoria,14089.07,Atrasado,Roberto Alves,10,5574.66,60.43
Cliente_39,Lavanderia Express,Transporte,Grande,2023-11-13,2023-12-28,Demonstrativo de Resultado,8549.31,Pendente,José Pereira,8,3888.21,54.52
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2021-10-12,Auditoria,9565.6,Atrasado,Pedro Martins,10,4004.87,58.13
Cliente_95,Joalheria Brilhante,Alimentação,Grande,2022-11-13,2024-08-02,Abertura de Empresa,7135.14,Pendente,Carlos Oliveira,7,3376.38,52.68
Cliente_69,Fábrica Laticínios,Agronegócio,Pequeno,2020-05-30,2021-06-16,Auditoria,2121.41,Atrasado,José Pereira,10,1025.47,51.66
Cliente_76,Buffet Festas,Financeiro,Grande,2021-06-24,2022-02-12,Auditoria,13917.52,Pendente,Pedro Martins,7,6981.49,49.84
Cliente_41,Centro Automotivo,Transporte,Médio,2020-09-04,2021-05-03,Abertura de Empresa,3831.98,Atrasado,José Pereira,10,1635.92,57.31
Cliente_63,Frigorífico Carnes,Serviços,Grande,2021-04-26,2024-11-17,Balanço Patrimonial,19712.84,Atrasado,Juliana Costa,9,10893.23,44.74
Cliente_80,Cartório Documentos,Comércio Varejista,Pequeno,2020-06-03,2020-09-20,Consultoria Contábil,1656.05,Pago,Maria Santos,10,700.08,57.73
Cliente_63,Frigorífico Carnes,Serviços,Grande,2021-04-26,2023-08-25,Escrituração Contábil,4752.0,Atrasado,Juliana Costa,9,1746.14,63.25
Cliente_37,Funerária Paz,Indústria,Pequeno,2023-09-13,2024-03-03,Demonstrativo de Resultado,1317.55,Atrasado,Pedro Martins,9,609.52,53.74
Cliente_97,Cooperativa Agronegócio,Alimentação,Pequeno,2022-11-30,2023-01-11,Demonstrativo de Resultado,1598.25,Pendente,José Pereira,9,898.92,43.76
Cliente_5,Cartório Documentos,Tecnologia,Grande,2023-08-23,2024-11-25,Consultoria Tributária,18573.16,Atrasado,Juliana Costa,9,10369.67,44.17
Cliente_79,Laboratório Farmacêutico,Saúde,Pequeno,2022-06-23,2024-11-15,Declaração IR,1813.48,Atrasado,Juliana Costa,8,720.13,60.29
Cliente_91,Café Expresso,Educação,Médio,2020-05-22,2022-01-11,Consultoria Tributária,9442.65,Atrasado,Fernanda Lima,10,5435.48,42.44
Cliente_36,Transportadora Entregas,Serviços,Pequeno,2022-09-22,2025-02-25,Imposto de Renda PJ,1007.33,Pendente,Carlos Oliveira,10,450.11,55.32
Cliente_74,Oficina Mecânica Rápida,Saúde,Pequeno,2020-08-07,2024-02-23,Consultoria Tributária,2748.0,Atrasado,Maria Santos,9,1397.11,49.16
Cliente_48,Imobiliária Casa Nova,Financeiro,Médio,2021-12-26,2024-07-14,Planejamento Tributário,3991.62,Atrasado,Juliana Costa,9,2215.48,44.5
Cliente_69,Fábrica Laticínios,Agronegócio,Pequeno,2020-05-30,2022-08-22,Abertura de Empresa,2824.55,Atrasado,José Pereira,8,1327.09,53.02
Cliente_63,Frigorífico Carnes,Serviços,Grande,2021-04-26,2023-03-30,Imposto de Renda PJ,16828.24,Pendente,Juliana Costa,8,7276.29,56.76
Cliente_1,Laboratório Farmacêutico,Serviços,Pequeno,2021-07-17,2023-12-10,Abertura de Empresa,2871.81,Pendente,José Pereira,7,1425.5,50.36
Cliente_33,Salão Beleza Total,Educação,Pequeno,2023-01-09,2023-04-03,Auditoria,3068.73,Pendente,Ana Silva,10,1524.07,50.34
Cliente_91,Café Expresso,Educação,Médio,2020-05-22,2020-12-02,Folha de Pagamento,1794.0,Atrasado,Fernanda Lima,9,977.97,45.49
Cliente_55,Floricultura Jardim,Indústria,Médio,2022-09-21,2024-08-31,Declaração IR,3421.5,Atrasado,Pedro Martins,9,1167.21,65.89
Cliente_100,Serralheria Metal,Saúde,Grande,2022-04-16,2023-01-13,Imposto de Renda PJ,13008.86,Atrasado,Roberto Alves,8,6353.84,51.16
Cliente_20,Joalheria Brilhante,Alimentação,Médio,2020-05-15,2022-09-05,Análise Financeira,6742.28,Atrasado,José Pereira,10,2733.73,59.45
Cliente_55,Floricultura Jardim,Indústria,Médio,2022-09-21,2023-08-09,Demonstrativo de Resultado,3147.25,Atrasado,Pedro Martins,7,1744.73,44.56
Cliente_85,Fábrica Laticínios,Entretenimento,Pequeno,2021-04-29,2023-01-06,Abertura de Empresa,1836.63,Pendente,Maria Santos,8,823.67,55.15
Cliente_15,Clínica Odontológica Sorriso,Educação,Médio,2021-03-05,2022-07-11,Planejamento Tributário,3794.44,Atrasado,Fernanda Lima,10,2118.22,44.18
Cliente_73,Assessoria Contábil,Transporte,Médio,2023-09-20,2024-11-23,Auditoria,5527.56,Atrasado,Carlos Oliveira,7,2093.04,62.13
Cliente_6,Papelaria Escolar,Construção,Grande,2021-07-23,2021-11-23,Demonstrativo de Resultado,14051.51,Atrasado,Ana Silva,8,5385.11,61.68
Cliente_40,Associação Comercial,Saúde,Médio,2023-10-07,2023-12-26,Balanço Patrimonial,6178.07,Pendente,Roberto Alves,7,2428.3,60.69
Cliente_56,Lavanderia Express,Alimentação,Pequeno,2020-12-03,2025-01-05,Consultoria Contábil,1188.09,Atrasado,Juliana Costa,8,399.0,66.42
Cliente_91,Café Expresso,Educação,Médio,2020-05-22,2021-02-27,Escrituração Contábil,3151.13,Atrasado,Fernanda Lima,9,1065.33,66.19
Cliente_100,Serralheria Metal,Saúde,Grande,2022-04-16,2023-10-18,Escrituração Contábil,5056.83,Atrasado,Roberto Alves,7,2269.73,55.12
Cliente_66,Depósito Materiais,Tecnologia,Grande,2021-10-05,2023-10-12,Folha de Pagamento,6601.53,Atrasado,José Pereira,7,2432.8,63.15
Cliente_66,Depósito Materiais,Tecnologia,Grande,2021-10-05,2021-10-10,Folha de Pagamento,4249.03,Pago,José Pereira,8,2461.67,42.07
Cliente_5,Cartório Documentos,Tecnologia,Grande,2023-08-23,2025-03-11,Demonstrativo de Resultado,9752.64,Pendente,Juliana Costa,9,5342.49,45.22
Cliente_74,Oficina Mecânica Rápida,Saúde,Pequeno,2020-08-07,2022-09-09,Contabilidade Fiscal,1329.33,Pago,Maria Santos,10,426.29,67.93
Cliente_60,SPA Relaxamento,Entretenimento,Grande,2020-05-04,2025-03-12,Consultoria Tributária,10463.63,Atrasado,Roberto Alves,9,5460.68,47.81
Cliente_32,Serralheria Metal,Serviços,Grande,2021-09-03,2024-04-10,Auditoria,23901.83,Pago,José Pereira,8,8250.19,65.48
Cliente_53,Sorveteria Gelada,Serviços,Médio,2023-02-01,2023-02-25,Abertura de Empresa,5286.81,Pendente,Carlos Oliveira,10,2932.6,44.53
Cliente_94,Auto Peças Silva,Serviços,Grande,2022-06-08,2024-02-27,Contabilidade Fiscal,10046.57,Pago,Roberto Alves,8,5158.87,48.65
Cliente_12,Construtora Edificações,Tecnologia,Grande,2020-05-22,2020-08-19,Abertura de Empresa,17553.35,Pago,Ana Silva,7,8324.35,52.58
Cliente_65,Fábrica Laticínios,Serviços,Médio,2023-09-08,2024-01-22,Imposto de Renda PJ,3073.79,Pago,Roberto Alves,8,1191.1,61.25
Cliente_41,Centro Automotivo,Transporte,Médio,2020-09-04,2025-03-02,Regularização Fiscal,6824.18,Atrasado,José Pereira,7,2365.42,65.34
Cliente_22,Agropecuária Rural,Financeiro,Médio,2020-10-19,2023-04-27,Planejamento Tributário,4730.86,Atrasado,Fernanda Lima,7,1547.59,67.29
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2023-11-07,Consultoria Contábil,2502.15,Pendente,Ana Silva,9,1048.08,58.11
Cliente_7,Clínica Odontológica Sorriso,Entretenimento,Médio,2021-11-27,2023-08-01,Consultoria Tributária,4860.78,Atrasado,Fernanda Lima,7,2132.0,56.14
Cliente_18,Borracharia Pneus,Saúde,Grande,2023-11-10,2024-03-13,Folha de Pagamento,5429.45,Atrasado,José Pereira,7,2577.34,52.53
Cliente_34,Frigorífico Carnes,Educação,Médio,2020-02-09,2025-04-01,Consultoria Contábil,7705.83,Pago,Carlos Oliveira,7,4404.06,42.85
Cliente_43,Empresa Telemarketing,Tecnologia,Pequeno,2020-05-25,2021-01-30,Folha de Pagamento,1510.27,Atrasado,Ana Silva,10,762.63,49.5
Cliente_23,Oficina Mecânica Rápida,Tecnologia,Grande,2023-02-23,2024-02-20,Abertura de Empresa,13192.98,Atrasado,Fernanda Lima,9,5932.45,55.03
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2023-07-28,Folha de Pagamento,2591.11,Atrasado,Pedro Martins,7,1546.43,40.32
Cliente_92,Confeitaria Doces,Financeiro,Grande,2022-03-29,2024-04-02,Planejamento Tributário,26853.71,Atrasado,Roberto Alves,9,12866.55,52.09
Cliente_4,Lavanderia Express,Tecnologia,Grande,2023-05-17,2024-02-28,Folha de Pagamento,6974.69,Atrasado,Ana Silva,8,3466.83,50.29
Cliente_35,Ateliê Costura,Saúde,Pequeno,2020-04-28,2023-04-25,Consultoria Contábil,2756.9,Pendente,José Pereira,10,1120.52,59.36
Cliente_23,Oficina Mecânica Rápida,Tecnologia,Grande,2023-02-23,2023-08-22,Abertura de Empresa,19451.78,Pendente,Fernanda Lima,8,9121.58,53.11
Cliente_25,Papelaria Escolar,Indústria,Grande,2022-10-07,2025-02-09,Demonstrativo de Resultado,8882.56,Atrasado,Carlos Oliveira,8,2717.87,69.4
Cliente_62,Loja Fashion,Transporte,Pequeno,2021-01-15,2021-01-16,Auditoria,3916.55,Pago,Carlos Oliveira,9,1244.94,68.21
Cliente_19,Loja Informática,Educação,Pequeno,2021-04-14,2024-07-28,Escrituração Contábil,1810.03,Pago,Ana Silva,9,925.58,48.86
Cliente_85,Fábrica Laticínios,Entretenimento,Pequeno,2021-04-29,2023-07-18,Análise Financeira,971.07,Pago,Maria Santos,10,480.44,50.52
Cliente_23,Oficina Mecânica Rápida,Tecnologia,Grande,2023-02-23,2025-02-16,Balanço Patrimonial,15804.8,Atrasado,Fernanda Lima,9,8221.63,47.98
Cliente_38,Corretora Investimentos,Indústria,Médio,2022-12-16,2023-04-25,Declaração IR,5689.56,Pago,Juliana Costa,7,2017.66,64.54
Cliente_41,Centro Automotivo,Transporte,Médio,2020-09-04,2025-03-18,Análise Financeira,5489.55,Pago,José Pereira,8,2218.01,59.6
Cliente_41,Centro Automotivo,Transporte,Médio,2020-09-04,2021-08-13,Imposto de Renda PJ,3260.91,Atrasado,José Pereira,9,1183.4,63.71
Cliente_89,Incorporadora Empreendimentos,Tecnologia,Pequeno,2022-07-31,2022-12-16,Auditoria,1729.6,Pendente,Roberto Alves,10,774.73,55.21
Cliente_49,Churrascaria Fogo,Construção,Grande,2020-04-20,2022-04-09,Balanço Patrimonial,17015.03,Atrasado,Carlos Oliveira,10,5480.76,67.79
Cliente_5,Cartório Documentos,Tecnologia,Grande,2023-08-23,2024-06-19,Folha de Pagamento,4290.52,Pendente,Juliana Costa,7,1722.15,59.86
Cliente_79,Laboratório Farmacêutico,Saúde,Pequeno,2022-06-23,2025-03-07,Escrituração Contábil,530.18,Atrasado,Juliana Costa,8,314.04,40.77
Cliente_53,Sorveteria Gelada,Serviços,Médio,2023-02-01,2025-01-14,Balanço Patrimonial,5208.89,Atrasado,Carlos Oliveira,10,1802.68,65.39
Cliente_47,Sorveteria Gelada,Construção,Médio,2021-01-24,2021-01-31,Regularização Fiscal,7571.97,Atrasado,Carlos Oliveira,9,4491.07,40.69
Cliente_61,Loja Fashion,Comércio Varejista,Grande,2022-09-03,2025-01-14,Contabilidade Fiscal,10209.54,Atrasado,Maria Santos,8,4199.25,58.87
Cliente_49,Churrascaria Fogo,Construção,Grande,2020-04-20,2022-05-16,Declaração IR,10946.63,Atrasado,Carlos Oliveira,7,3565.45,67.43
Cliente_45,Dedetizadora Controle,Tecnologia,Médio,2023-10-02,2025-04-08,Regularização Fiscal,6844.34,Pago,Pedro Martins,10,4036.03,41.03
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2024-10-21,Análise Financeira,3150.87,Atrasado,Ana Silva,8,1058.96,66.39
Cliente_97,Cooperativa Agronegócio,Alimentação,Pequeno,2022-11-30,2024-03-03,Declaração IR,2166.45,Atrasado,José Pereira,10,781.17,63.94
Cliente_81,Seguradora Proteção,Comércio Varejista,Médio,2023-04-07,2023-09-05,Consultoria Contábil,4711.72,Atrasado,Maria Santos,9,2624.37,44.3
Cliente_67,Depósito Materiais,Alimentação,Pequeno,2023-10-07,2025-01-18,Consultoria Contábil,821.64,Atrasado,Fernanda Lima,7,474.48,42.25
Cliente_73,Assessoria Contábil,Transporte,Médio,2023-09-20,2024-01-01,Demonstrativo de Resultado,3896.88,Atrasado,Carlos Oliveira,10,1212.86,68.88
Cliente_36,Transportadora Entregas,Serviços,Pequeno,2022-09-22,2023-11-08,Declaração IR,1677.14,Atrasado,Carlos Oliveira,7,878.36,47.63
Cliente_35,Ateliê Costura,Saúde,Pequeno,2020-04-28,2025-05-09,Auditoria,1014.1,Atrasado,José Pereira,7,600.09,40.83
Cliente_30,Escola Idiomas,Educação,Pequeno,2021-08-24,2022-05-26,Consultoria Tributária,3367.58,Atrasado,Juliana Costa,8,1456.53,56.75
Cliente_53,Sorveteria Gelada,Serviços,Médio,2023-02-01,2025-02-28,Planejamento Tributário,8769.68,Atrasado,Carlos Oliveira,10,2987.79,65.93
Cliente_68,Assistência Técnica,Educação,Pequeno,2020-01-20,2024-12-24,Análise Financeira,928.07,Atrasado,Pedro Martins,9,474.61,48.86
Cliente_36,Transportadora Entregas,Serviços,Pequeno,2022-09-22,2023-10-04,Consultoria Contábil,1859.51,Atrasado,Carlos Oliveira,10,656.92,64.67
Cliente_61,Loja Fashion,Comércio Varejista,Grande,2022-09-03,2024-04-25,Balanço Patrimonial,19031.05,Atrasado,Maria Santos,10,5992.79,68.51
Cliente_74,Oficina Mecânica Rápida,Saúde,Pequeno,2020-08-07,2024-12-21,Abertura de Empresa,2554.8,Atrasado,Maria Santos,7,1129.81,55.78
Cliente_17,Funerária Paz,Entretenimento,Pequeno,2020-11-30,2024-07-17,Declaração IR,1784.69,Pendente,Pedro Martins,9,762.32,57.29
Cliente_49,Churrascaria Fogo,Construção,Grande,2020-04-20,2025-01-28,Auditoria,16109.12,Atrasado,Carlos Oliveira,7,7304.75,54.65
Cliente_85,Fábrica Laticínios,Entretenimento,Pequeno,2021-04-29,2023-06-04,Balanço Patrimonial,1762.43,Pendente,Maria Santos,9,984.22,44.16
Cliente_34,Frigorífico Carnes,Educação,Médio,2020-02-09,2023-10-14,Escrituração Contábil,3571.27,Atrasado,Carlos Oliveira,10,1779.06,50.18
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2022-12-05,Escrituração Contábil,523.78,Pendente,Ana Silva,8,211.06,59.7
Cliente_92,Confeitaria Doces,Financeiro,Grande,2022-03-29,2023-06-27,Imposto de Renda PJ,20368.24,Pendente,Roberto Alves,8,7905.63,61.19
Cliente_61,Loja Fashion,Comércio Varejista,Grande,2022-09-03,2023-01-12,Escrituração Contábil,10645.8,Atrasado,Maria Santos,7,3903.56,63.33
Cliente_29,Corretora Investimentos,Comércio Varejista,Grande,2020-08-22,2024-10-24,Consultoria Contábil,11872.6,Pendente,Fernanda Lima,10,3752.97,68.39
Cliente_82,Frutaria Natural,Indústria,Pequeno,2021-09-23,2024-12-31,Análise Financeira,3066.62,Atrasado,Roberto Alves,9,1300.04,57.61
Cliente_20,Joalheria Brilhante,Alimentação,Médio,2020-05-15,2021-02-20,Abertura de Empresa,8166.73,Pendente,José Pereira,8,4358.44,46.63
Cliente_63,Frigorífico Carnes,Serviços,Grande,2021-04-26,2023-03-08,Imposto de Renda PJ,7737.28,Pendente,Juliana Costa,8,3457.58,55.31
Cliente_98,Ateliê Costura,Alimentação,Pequeno,2023-09-22,2023-12-21,Declaração IR,1864.84,Atrasado,Roberto Alves,8,968.22,48.08
Cliente_2,Papelaria Escolar,Indústria,Grande,2020-07-28,2022-05-18,Demonstrativo de Resultado,13272.2,Atrasado,Carlos Oliveira,9,5224.31,60.64
Cliente_14,Imobiliária Casa Nova,Alimentação,Médio,2022-07-17,2024-09-09,Balanço Patrimonial,3120.15,Pendente,Roberto Alves,9,1341.98,56.99
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2022-11-23,Auditoria,3721.1,Pago,Ana Silva,10,1137.68,69.43
Cliente_29,Corretora Investimentos,Comércio Varejista,Grande,2020-08-22,2024-09-19,Declaração IR,11147.0,Pendente,Fernanda Lima,10,6275.35,43.7
Cliente_33,Salão Beleza Total,Educação,Pequeno,2023-01-09,2025-03-08,Balanço Patrimonial,1718.93,Pago,Ana Silva,7,871.37,49.31
Cliente_54,Restaurante Sabor,Financeiro,Grande,2020-01-31,2022-07-28,Regularização Fiscal,19228.31,Atrasado,Carlos Oliveira,10,9585.3,50.15
Cliente_85,Fábrica Laticínios,Entretenimento,Pequeno,2021-04-29,2024-03-29,Consultoria Tributária,2787.37,Atrasado,Maria Santos,9,931.55,66.58
Cliente_14,Imobiliária Casa Nova,Alimentação,Médio,2022-07-17,2025-05-01,Abertura de Empresa,7115.95,Atrasado,Roberto Alves,8,2218.91,68.82
Cliente_64,Gráfica Colorida,Agronegócio,Pequeno,2023-03-31,2023-10-29,Escrituração Contábil,1768.41,Pago,Ana Silva,10,609.65,65.53
Cliente_12,Construtora Edificações,Tecnologia,Grande,2020-05-22,2024-10-04,Balanço Patrimonial,18789.31,Pendente,Ana Silva,9,8253.83,56.07
Cliente_13,Pousada Descanso,Tecnologia,Médio,2020-06-12,2025-01-02,Declaração IR,5661.41,Atrasado,José Pereira,7,1714.85,69.71
Cliente_18,Borracharia Pneus,Saúde,Grande,2023-11-10,2024-05-02,Auditoria,24134.45,Pendente,José Pereira,8,8064.52,66.59
Cliente_52,Oficina Mecânica Rápida,Alimentação,Pequeno,2021-07-24,2024-02-13,Consultoria Tributária,3107.01,Atrasado,Pedro Martins,8,1581.01,49.11
Cliente_8,Salão Beleza Total,Tecnologia,Médio,2020-07-28,2025-04-22,Declaração IR,5758.74,Atrasado,Carlos Oliveira,9,2783.82,51.66
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2022-11-16,Planejamento Tributário,3248.67,Atrasado,Ana Silva,8,1927.66,40.66
Cliente_86,Hotel Conforto,Alimentação,Pequeno,2021-01-02,2022-11-25,Balanço Patrimonial,1724.07,Atrasado,Roberto Alves,10,594.11,65.54
Cliente_72,Seguradora Proteção,Entretenimento,Médio,2023-06-06,2025-02-22,Folha de Pagamento,3818.89,Atrasado,Ana Silva,10,1513.01,60.38
Cliente_43,Empresa Telemarketing,Tecnologia,Pequeno,2020-05-25,2021-12-15,Folha de Pagamento,1072.26,Atrasado,Ana Silva,10,349.99,67.36
Cliente_64,Gráfica Colorida,Agronegócio,Pequeno,2023-03-31,2024-06-30,Auditoria,1248.35,Atrasado,Ana Silva,7,683.81,45.22
Cliente_78,Autoescola Direção,Comércio Varejista,Pequeno,2021-11-14,2025-05-04,Imposto de Renda PJ,1385.6,Pago,Maria Santos,9,758.75,45.24
Cliente_29,Corretora Investimentos,Comércio Varejista,Grande,2020-08-22,2025-05-17,Planejamento Tributário,21804.66,Atrasado,Fernanda Lima,7,11508.41,47.22
Cliente_29,Corretora Investimentos,Comércio Varejista,Grande,2020-08-22,2020-08-26,Auditoria,26246.23,Atrasado,Fernanda Lima,8,11751.14,55.23
Cliente_92,Confeitaria Doces,Financeiro,Grande,2022-03-29,2024-07-14,Contabilidade Fiscal,6644.7,Pendente,Roberto Alves,8,3422.26,48.5
Cliente_14,Imobiliária Casa Nova,Alimentação,Médio,2022-07-17,2024-11-11,Folha de Pagamento,3806.4,Atrasado,Roberto Alves,8,2242.57,41.08
Cliente_1,Laboratório Farmacêutico,Serviços,Pequeno,2021-07-17,2024-07-07,Escrituração Contábil,513.81,Pendente,José Pereira,8,260.78,49.25
Cliente_23,Oficina Mecânica Rápida,Tecnologia,Grande,2023-02-23,2025-03-12,Consultoria Contábil,17771.71,Atrasado,Fernanda Lima,8,6790.19,61.79
Cliente_44,Ótica Visual,Serviços,Pequeno,2021-11-07,2023-07-02,Planejamento Tributário,3494.37,Pendente,Carlos Oliveira,9,1794.58,48.64
Cliente_71,Sorveteria Gelada,Educação,Médio,2020-11-19,2024-06-06,Abertura de Empresa,5629.02,Pendente,Pedro Martins,8,2539.63,54.88
Cliente_89,Incorporadora Empreendimentos,Tecnologia,Pequeno,2022-07-31,2024-05-21,Escrituração Contábil,614.36,Atrasado,Roberto Alves,9,346.03,43.68
Cliente_55,Floricultura Jardim,Indústria,Médio,2022-09-21,2024-12-26,Folha de Pagamento,1717.2,Pendente,Pedro Martins,8,1021.84,40.49
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2023-07-20,Declaração IR,2217.95,Pendente,Ana Silva,7,1075.33,51.52
Cliente_87,Churrascaria Fogo,Financeiro,Grande,2021-05-23,2024-07-16,Consultoria Contábil,13362.43,Atrasado,Fernanda Lima,7,7722.76,42.21
Cliente_50,Loja Fashion,Alimentação,Grande,2021-11-25,2024-03-27,Demonstrativo de Resultado,10446.04,Atrasado,Carlos Oliveira,10,5734.82,45.1
Cliente_82,Frutaria Natural,Indústria,Pequeno,2021-09-23,2025-05-11,Auditoria,3445.66,Pago,Roberto Alves,9,1497.64,56.54
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2022-07-24,Declaração IR,2118.17,Atrasado,Ana Silva,8,1006.55,52.48
Cliente_33,Salão Beleza Total,Educação,Pequeno,2023-01-09,2023-01-14,Auditoria,2604.65,Pendente,Ana Silva,9,1164.71,55.28
Cliente_74,Oficina Mecânica Rápida,Saúde,Pequeno,2020-08-07,2023-09-07,Auditoria,1330.02,Pendente,Maria Santos,8,564.97,57.52
Cliente_69,Fábrica Laticínios,Agronegócio,Pequeno,2020-05-30,2022-09-03,Contabilidade Fiscal,989.5,Pendente,José Pereira,10,592.7,40.1
Cliente_97,Cooperativa Agronegócio,Alimentação,Pequeno,2022-11-30,2024-09-24,Folha de Pagamento,552.96,Pago,José Pereira,8,324.96,41.23
Cliente_88,Clínica Odontológica Sorriso,Entretenimento,Pequeno,2022-02-22,2023-12-11,Regularização Fiscal,3211.26,Pendente,Ana Silva,9,1458.85,54.57
Cliente_66,Depósito Materiais,Tecnologia,Grande,2021-10-05,2024-04-04,Planejamento Tributário,13194.3,Pago,José Pereira,8,7804.28,40.85
